iter	TotalF1	Logloss
1721	0.6568718771	0.5498352751
1722	0.6568827889	0.5498342431
1723	0.6568827889	0.5498341141
1724	0.6569046115	0.549833456
1725	0.6569155223	0.5498329481
1726	0.6569155223	0.5498327277
1727	0.6569264327	0.5498299451
1728	0.6569264327	0.549829935
1729	0.6569264327	0.5498295256
1730	0.6569264327	0.5498278706
1731	0.6569264327	0.5498255191
1732	0.6569373428	0.5498237007
1733	0.6569373428	0.5498211055
1734	0.6569373428	0.5498208742
1735	0.6569373428	0.549818804
1736	0.6569373428	0.549814056
1737	0.6569373428	0.5498135535
1738	0.6569373428	0.5498131585
1739	0.6569373428	0.5498129475
1740	0.6569373428	0.5498115282
1741	0.656959162	0.5498079976
1742	0.656959162	0.5498079313
1743	0.6569568532	0.5498078605
1744	0.6569568532	0.5498056111
1745	0.6569568532	0.5498042302
1746	0.656967762	0.5497997743
1747	0.656967762	0.5497994174
1748	0.656967762	0.5497987291
1749	0.656967762	0.5497986902
1750	0.656967762	0.5497986645
1751	0.656967762	0.5497981985
1752	0.656967762	0.5497979697
1753	0.656967762	0.5497969344
1754	0.6569459439	0.5497938601
1755	0.6569459439	0.5497882099
1756	0.6569459439	0.5497875994
1757	0.6569459439	0.5497875862
1758	0.6569459439	0.5497873167
1759	0.6569459439	0.5497858372
1760	0.6569459439	0.5497858009
1761	0.6569459439	0.5497857953
1762	0.6569459439	0.5497856968
1763	0.6569459439	0.5497835828
1764	0.6569459439	0.5497834614
1765	0.6569568532	0.5497809417
1766	0.6569568532	0.5497776805
1767	0.656959162	0.5497753208
1768	0.656970071	0.5497751113
1769	0.656970071	0.5497747845
1770	0.656970071	0.5497737635
1771	0.656970071	0.5497736578
1772	0.656970071	0.5497694018
1773	0.656970071	0.5497693322
1774	0.656970071	0.5497690743
1775	0.656970071	0.5497689267
1776	0.6569809797	0.5497683845
1777	0.6569809797	0.5497657622
1778	0.6569809797	0.5497653299
1779	0.6569809797	0.5497650173
1780	0.6569809797	0.5497649804
1781	0.6569809797	0.5497623948
1782	0.6569809797	0.5497583808
1783	0.6569809797	0.5497582997
1784	0.6569809797	0.5497582945
1785	0.6569809797	0.5497580396
1786	0.6569809797	0.5497579749
1787	0.6569809797	0.5497564053
1788	0.656970071	0.5497557058
1789	0.6569809797	0.5497514302
1790	0.6569832889	0.5497511811
1791	0.6569832889	0.5497505013
1792	0.65697238	0.549746841
1793	0.6569614707	0.5497461777
1794	0.6569614707	0.5497460775
1795	0.6569614707	0.549745084
1796	0.65697238	0.5497432886
1797	0.65697238	0.5497428137
1798	0.65697238	0.5497427344
1799	0.65697238	0.5497422101
1800	0.65697238	0.5497418603
1801	0.6569832889	0.5497409981
1802	0.6569832889	0.5497409162
1803	0.6569832889	0.5497408252
1804	0.65697238	0.5497405629
1805	0.65697238	0.5497404776
1806	0.65697238	0.5497403962
1807	0.65697238	0.5497396876
1808	0.65697238	0.5497396828
1809	0.65697238	0.5497389837
1810	0.65697238	0.5497357627
1811	0.65697238	0.5497333
1812	0.6569832889	0.5497293612
1813	0.6569832889	0.5497277125
1814	0.6569832889	0.5497267879
1815	0.6569832889	0.5497267625
1816	0.6569832889	0.5497267464
1817	0.6569809797	0.5497256283
1818	0.6569809797	0.5497248082
1819	0.6569809797	0.5497219354
1820	0.6569809797	0.5497209527
1821	0.6569918881	0.5497203738
1822	0.6569918881	0.54971987
1823	0.6569918881	0.5497179946
1824	0.6569918881	0.5497151729
1825	0.6569918881	0.5497149922
1826	0.6569918881	0.5497139713
1827	0.6569918881	0.5497130264
1828	0.6569918881	0.5497128992
1829	0.6569918881	0.5497126239
1830	0.6569918881	0.5497125457
1831	0.6569918881	0.54971096
1832	0.6569918881	0.5497083847
1833	0.6569918881	0.5497081888
1834	0.6569918881	0.5497076477
1835	0.6569918881	0.5497066632
1836	0.6569809797	0.5497056175
1837	0.6569918881	0.5497000266
1838	0.6570027962	0.5496968987
1839	0.6570027962	0.5496954732
1840	0.6569918881	0.5496917147
1841	0.6569918881	0.5496900918
1842	0.6570027962	0.5496882049
1843	0.6569918881	0.5496877344
1844	0.6569918881	0.5496875523
1845	0.6569895788	0.5496859774
1846	0.6570113942	0.5496848158
1847	0.6570332082	0.5496830279
1848	0.6570441147	0.5496802137
1849	0.6570441147	0.5496796792
1850	0.6570441147	0.5496795137
1851	0.6570441147	0.5496790933
1852	0.6570223014	0.5496782428
1853	0.6570223014	0.549678171
1854	0.6570223014	0.5496781238
1855	0.6570223014	0.549678123
1856	0.6570223014	0.5496774685
1857	0.6570223014	0.5496774523
1858	0.6570223014	0.5496774
1859	0.6570223014	0.5496772689
1860	0.6570223014	0.5496769687
1861	0.6570223014	0.5496766642
1862	0.6570223014	0.5496765145
1863	0.6570223014	0.5496764932
1864	0.6570246112	0.5496752478
1865	0.6570246112	0.5496730681
1866	0.6570246112	0.5496711954
1867	0.6570246112	0.5496707306
1868	0.6570246112	0.5496699255
1869	0.6570355182	0.549666719
1870	0.6570355182	0.5496653842
1871	0.6570355182	0.5496650062
1872	0.6570355182	0.5496649853
1873	0.6570464249	0.5496639498
1874	0.6570269211	0.5496622032
1875	0.6570378282	0.5496600314
1876	0.6570487351	0.5496568944
1877	0.6570487351	0.5496533816
1878	0.6570487351	0.5496528468
1879	0.6570596416	0.5496524606
1880	0.6570814536	0.5496504782
1881	0.6570814536	0.5496488402
1882	0.6570814536	0.5496488279
1883	0.6570814536	0.5496487539
1884	0.6570791429	0.5496485044
1885	0.6570791429	0.5496455654
1886	0.6570791429	0.5496444125
1887	0.6570791429	0.5496442887
1888	0.6570791429	0.5496442265
1889	0.6570791429	0.5496436773
1890	0.6570791429	0.5496379931
1891	0.6570791429	0.5496355422
1892	0.6570791429	0.5496316117
1893	0.6570791429	0.5496306349
1894	0.6570791429	0.5496304536
1895	0.6570791429	0.5496284169
1896	0.6570791429	0.5496271092
1897	0.6570791429	0.5496231675
1898	0.6570791429	0.5496212234
1899	0.6570791429	0.549618295
1900	0.6570791429	0.5496176722
1901	0.6570791429	0.5496172109
1902	0.6570791429	0.5496167175
1903	0.6570791429	0.5496164265
1904	0.6570791429	0.549614697
1905	0.6570791429	0.5496136451
1906	0.6570791429	0.549613624
1907	0.6570791429	0.5496132929
1908	0.6570791429	0.5496117812
1909	0.6570791429	0.549611458
1910	0.6570791429	0.5496113769
1911	0.6570791429	0.5496100335
1912	0.6571009531	0.5496081535
1913	0.6571009531	0.5496080816
1914	0.6571009531	0.549607721
1915	0.6571009531	0.5496076696
1916	0.6571009531	0.549607471
1917	0.6571009531	0.5496053125
1918	0.6570986421	0.5496005549
1919	0.6570986421	0.5496004819
1920	0.6570986421	0.5496004198
1921	0.6570986421	0.5495998554
1922	0.6571009531	0.5495988062
1923	0.6571009531	0.5495951783
1924	0.6571009531	0.5495908941
1925	0.6571009531	0.5495907838
1926	0.6571009531	0.5495904534
1927	0.6571032642	0.5495893033
1928	0.6571032642	0.549588735
1929	0.657114169	0.5495882129
1930	0.657114169	0.5495879316
1931	0.657114169	0.549586569
1932	0.6571250735	0.5495864179
1933	0.6571118578	0.5495849881
1934	0.6571118578	0.5495842449
1935	0.6571095465	0.5495819573
1936	0.657122762	0.5495818764
1937	0.6571118578	0.5495816639
1938	0.657122762	0.5495796491
1939	0.657122762	0.5495791225
1940	0.657122762	0.549578954
1941	0.657122762	0.5495789406
1942	0.657122762	0.5495789228
1943	0.657122762	0.549578552
1944	0.657122762	0.5495738607
1945	0.657122762	0.5495737336
1946	0.657122762	0.5495705947
1947	0.6571445696	0.5495666443
1948	0.6571445696	0.5495655787
1949	0.6571445696	0.5495654486
1950	0.6571445696	0.5495653192
1951	0.6571445696	0.5495651261
1952	0.6571445696	0.5495650899
1953	0.6571445696	0.549564709
1954	0.6571422578	0.5495638897
1955	0.6571445696	0.5495572466
1956	0.6571445696	0.5495570904
1957	0.6571445696	0.549556714
1958	0.6571445696	0.5495560619
1959	0.6571445696	0.5495560579
1960	0.6571445696	0.5495551879
1961	0.6571468814	0.5495549196
1962	0.6571491931	0.5495548508
1963	0.6571491931	0.5495546834
1964	0.6571491931	0.5495544973
1965	0.6571600967	0.5495539496
1966	0.657171	0.5495515377
1967	0.6571686879	0.5495495181
1968	0.6571686879	0.5495490932
1969	0.657171	0.5495490442
1970	0.657171	0.5495488485
1971	0.657171	0.5495483661
1972	0.6571819029	0.5495477365
1973	0.6571819029	0.5495476213
1974	0.6571819029	0.5495475704
1975	0.6571819029	0.5495474126
1976	0.6571819029	0.549547359
1977	0.6571819029	0.5495465893
1978	0.6571819029	0.5495465486
1979	0.6571819029	0.5495465024
1980	0.6571819029	0.5495459613
1981	0.6571819029	0.5495457088
1982	0.6571819029	0.5495456041
1983	0.6571795906	0.5495452055
1984	0.6571795906	0.5495451948
1985	0.6571772783	0.5495441798
1986	0.6571772783	0.5495441217
1987	0.6571772783	0.5495438707
1988	0.6571881805	0.5495432611
1989	0.657190493	0.5495420498
1990	0.6571881805	0.5495407741
1991	0.657190493	0.5495391712
1992	0.657190493	0.5495382346
1993	0.657190493	0.5495379746
1994	0.6572013951	0.5495372916
1995	0.6572013951	0.5495361525
1996	0.657190493	0.5495327383
1997	0.6572013951	0.5495305935
1998	0.6572013951	0.549529018
1999	0.6572013951	0.5495283277
